"Tarih"	"Saat"	"SMF"
"10296"	2016-03-04	23	70
"10297"	2016-03-05	0	79
"10298"	2016-03-05	1	74
"10299"	2016-03-05	2	60
"10300"	2016-03-05	3	60
"10301"	2016-03-05	4	60
"10302"	2016-03-05	5	60
"10303"	2016-03-05	6	60
"10304"	2016-03-05	7	60
"10305"	2016-03-05	8	100
"10306"	2016-03-05	9	110
"10307"	2016-03-05	10	176
"10308"	2016-03-05	11	138
"10309"	2016-03-05	12	190
"10310"	2016-03-05	13	181
"10311"	2016-03-05	14	181
"10312"	2016-03-05	15	176
"10313"	2016-03-05	16	61
"10314"	2016-03-05	17	60
"10315"	2016-03-05	18	60
"10316"	2016-03-05	19	80
"10317"	2016-03-05	20	80
"10318"	2016-03-05	21	80
"10319"	2016-03-05	22	100
"10320"	2016-03-05	23	60
"10321"	2016-03-06	0	76
"10322"	2016-03-06	1	60
"10323"	2016-03-06	2	56
"10324"	2016-03-06	3	50
"10325"	2016-03-06	4	50
"10326"	2016-03-06	5	23
"10327"	2016-03-06	6	0
"10328"	2016-03-06	7	0
"10329"	2016-03-06	8	5
"10330"	2016-03-06	9	70
"10331"	2016-03-06	10	60
"10332"	2016-03-06	11	60
"10333"	2016-03-06	12	60
"10334"	2016-03-06	13	60
"10335"	2016-03-06	14	60
"10336"	2016-03-06	15	50
"10337"	2016-03-06	16	50
"10338"	2016-03-06	17	50
"10339"	2016-03-06	18	60
"10340"	2016-03-06	19	96
"10341"	2016-03-06	20	80
"10342"	2016-03-06	21	100
"10343"	2016-03-06	22	77
"10344"	2016-03-06	23	60
"10345"	2016-03-07	0	5
"10346"	2016-03-07	1	0
"10347"	2016-03-07	2	5
"10348"	2016-03-07	3	1
"10349"	2016-03-07	4	0
"10350"	2016-03-07	5	4
"10351"	2016-03-07	6	5
"10352"	2016-03-07	7	20
"10353"	2016-03-07	8	110
"10354"	2016-03-07	9	139
"10355"	2016-03-07	10	110
"10356"	2016-03-07	11	139
"10357"	2016-03-07	12	100
"10358"	2016-03-07	13	96
"10359"	2016-03-07	14	119
"10360"	2016-03-07	15	100
"10361"	2016-03-07	16	60
"10362"	2016-03-07	17	60
"10363"	2016-03-07	18	100
"10364"	2016-03-07	19	101
"10365"	2016-03-07	20	122
"10366"	2016-03-07	21	85
"10367"	2016-03-07	22	75
"10368"	2016-03-07	23	56
"10369"	2016-03-08	0	60
"10370"	2016-03-08	1	10
"10371"	2016-03-08	2	0
"10372"	2016-03-08	3	0
"10373"	2016-03-08	4	5
"10374"	2016-03-08	5	1
"10375"	2016-03-08	6	22
"10376"	2016-03-08	7	160
"10377"	2016-03-08	8	205
"10378"	2016-03-08	9	145
"10379"	2016-03-08	10	160
"10380"	2016-03-08	11	201
"10381"	2016-03-08	12	101
"10382"	2016-03-08	13	101
"10383"	2016-03-08	14	101
"10384"	2016-03-08	15	137
"10385"	2016-03-08	16	150
"10386"	2016-03-08	17	102
"10387"	2016-03-08	18	205
"10388"	2016-03-08	19	215
"10389"	2016-03-08	20	215
"10390"	2016-03-08	21	214
"10391"	2016-03-08	22	210
"10392"	2016-03-08	23	205
"10393"	2016-03-09	0	205
"10394"	2016-03-09	1	190
"10395"	2016-03-09	2	85
"10396"	2016-03-09	3	80
"10397"	2016-03-09	4	60
"10398"	2016-03-09	5	61
"10399"	2016-03-09	6	60
"10400"	2016-03-09	7	170
"10401"	2016-03-09	8	140
"10402"	2016-03-09	9	205
"10403"	2016-03-09	10	205
"10404"	2016-03-09	11	205
"10405"	2016-03-09	12	101
"10406"	2016-03-09	13	135
"10407"	2016-03-09	14	101
"10408"	2016-03-09	15	91
"10409"	2016-03-09	16	60
"10410"	2016-03-09	17	60
"10411"	2016-03-09	18	76
"10412"	2016-03-09	19	60
"10413"	2016-03-09	20	60
"10414"	2016-03-09	21	72
"10415"	2016-03-09	22	60
"10416"	2016-03-09	23	60
"10417"	2016-03-10	0	60
"10418"	2016-03-10	1	60
"10419"	2016-03-10	2	56
"10420"	2016-03-10	3	50
"10421"	2016-03-10	4	50
"10422"	2016-03-10	5	50
"10423"	2016-03-10	6	50
"10424"	2016-03-10	7	60
"10425"	2016-03-10	8	60
"10426"	2016-03-10	9	101
"10427"	2016-03-10	10	94
"10428"	2016-03-10	11	96
"10429"	2016-03-10	12	84
"10430"	2016-03-10	13	60
"10431"	2016-03-10	14	96
"10432"	2016-03-10	15	60
"10433"	2016-03-10	16	60
"10434"	2016-03-10	17	60
"10435"	2016-03-10	18	60
"10436"	2016-03-10	19	96
"10437"	2016-03-10	20	92
"10438"	2016-03-10	21	101
"10439"	2016-03-10	22	101
"10440"	2016-03-10	23	85
"10441"	2016-03-11	0	70
"10442"	2016-03-11	1	13
"10443"	2016-03-11	2	5
"10444"	2016-03-11	3	50
"10445"	2016-03-11	4	50
"10446"	2016-03-11	5	60
"10447"	2016-03-11	6	50
"10448"	2016-03-11	7	85
"10449"	2016-03-11	8	101
"10450"	2016-03-11	9	185
"10451"	2016-03-11	10	184
"10452"	2016-03-11	11	160
"10453"	2016-03-11	12	80
"10454"	2016-03-11	13	100
"10455"	2016-03-11	14	122
"10456"	2016-03-11	15	80
"10457"	2016-03-11	16	60
"10458"	2016-03-11	17	80
"10459"	2016-03-11	18	101
"10460"	2016-03-11	19	185
"10461"	2016-03-11	20	204
"10462"	2016-03-11	21	198
"10463"	2016-03-11	22	200
"10464"	2016-03-11	23	200
"10465"	2016-03-12	0	112
"10466"	2016-03-12	1	83
"10467"	2016-03-12	2	78
"10468"	2016-03-12	3	60
"10469"	2016-03-12	4	60
"10470"	2016-03-12	5	80
"10471"	2016-03-12	6	50
"10472"	2016-03-12	7	60
"10473"	2016-03-12	8	205
"10474"	2016-03-12	9	208
"10475"	2016-03-12	10	182
"10476"	2016-03-12	11	175
"10477"	2016-03-12	12	96
"10478"	2016-03-12	13	100
"10479"	2016-03-12	14	100
"10480"	2016-03-12	15	94
"10481"	2016-03-12	16	60
"10482"	2016-03-12	17	60
"10483"	2016-03-12	18	117
"10484"	2016-03-12	19	96
"10485"	2016-03-12	20	96
"10486"	2016-03-12	21	105
"10487"	2016-03-12	22	101
"10488"	2016-03-12	23	70
"10489"	2016-03-13	0	116
"10490"	2016-03-13	1	102
"10491"	2016-03-13	2	60
"10492"	2016-03-13	3	60
"10493"	2016-03-13	4	50
"10494"	2016-03-13	5	23
"10495"	2016-03-13	6	0
"10496"	2016-03-13	7	0
"10497"	2016-03-13	8	60
"10498"	2016-03-13	9	60
"10499"	2016-03-13	10	117
"10500"	2016-03-13	11	60
"10501"	2016-03-13	12	60
"10502"	2016-03-13	13	80
"10503"	2016-03-13	14	84
"10504"	2016-03-13	15	60
"10505"	2016-03-13	16	60
"10506"	2016-03-13	17	60
"10507"	2016-03-13	18	94
"10508"	2016-03-13	19	120
"10509"	2016-03-13	20	102
"10510"	2016-03-13	21	94
"10511"	2016-03-13	22	60
"10512"	2016-03-13	23	50
"10513"	2016-03-14	0	5
"10514"	2016-03-14	1	0
"10515"	2016-03-14	2	0
"10516"	2016-03-14	3	0
"10517"	2016-03-14	4	0
"10518"	2016-03-14	5	0
"10519"	2016-03-14	6	0
"10520"	2016-03-14	7	25
"10521"	2016-03-14	8	94
"10522"	2016-03-14	9	101
"10523"	2016-03-14	10	140
"10524"	2016-03-14	11	207
"10525"	2016-03-14	12	185
"10526"	2016-03-14	13	205
"10527"	2016-03-14	14	214
"10528"	2016-03-14	15	214
"10529"	2016-03-14	16	213
"10530"	2016-03-14	17	189
"10531"	2016-03-14	18	185
"10532"	2016-03-14	19	185
"10533"	2016-03-14	20	185
"10534"	2016-03-14	21	185
"10535"	2016-03-14	22	110
"10536"	2016-03-14	23	100
"10537"	2016-03-15	0	70
"10538"	2016-03-15	1	5
"10539"	2016-03-15	2	0
"10540"	2016-03-15	3	1
"10541"	2016-03-15	4	5
"10542"	2016-03-15	5	11
"10543"	2016-03-15	6	60
"10544"	2016-03-15	7	195
"10545"	2016-03-15	8	165
"10546"	2016-03-15	9	216
"10547"	2016-03-15	10	210
"10548"	2016-03-15	11	227
"10549"	2016-03-15	12	205
"10550"	2016-03-15	13	185
"10551"	2016-03-15	14	205
"10552"	2016-03-15	15	210
"10553"	2016-03-15	16	223
"10554"	2016-03-15	17	210
"10555"	2016-03-15	18	215
"10556"	2016-03-15	19	205
"10557"	2016-03-15	20	210
"10558"	2016-03-15	21	208
"10559"	2016-03-15	22	185
"10560"	2016-03-15	23	185
"10561"	2016-03-16	0	160
"10562"	2016-03-16	1	200
"10563"	2016-03-16	2	160
"10564"	2016-03-16	3	65
"10565"	2016-03-16	4	50
"10566"	2016-03-16	5	49
"10567"	2016-03-16	6	52
"10568"	2016-03-16	7	110
"10569"	2016-03-16	8	100
"10570"	2016-03-16	9	102
"10571"	2016-03-16	10	175
"10572"	2016-03-16	11	170
"10573"	2016-03-16	12	160
"10574"	2016-03-16	13	130
"10575"	2016-03-16	14	174
"10576"	2016-03-16	15	170
"10577"	2016-03-16	16	150
"10578"	2016-03-16	17	135
"10579"	2016-03-16	18	160
"10580"	2016-03-16	19	117
"10581"	2016-03-16	20	160
"10582"	2016-03-16	21	160
"10583"	2016-03-16	22	200
"10584"	2016-03-16	23	205
"10585"	2016-03-17	0	82
"10586"	2016-03-17	1	66
"10587"	2016-03-17	2	49
"10588"	2016-03-17	3	14
"10589"	2016-03-17	4	11
"10590"	2016-03-17	5	71
"10591"	2016-03-17	6	60
"10592"	2016-03-17	7	120
"10593"	2016-03-17	8	152
"10594"	2016-03-17	9	120
"10595"	2016-03-17	10	120
"10596"	2016-03-17	11	205
"10597"	2016-03-17	12	156
"10598"	2016-03-17	13	101
"10599"	2016-03-17	14	101
"10600"	2016-03-17	15	102
"10601"	2016-03-17	16	120
"10602"	2016-03-17	17	120
"10603"	2016-03-17	18	204
"10604"	2016-03-17	19	204
"10605"	2016-03-17	20	204
"10606"	2016-03-17	21	204
"10607"	2016-03-17	22	204
"10608"	2016-03-17	23	209
"10609"	2016-03-18	0	215
"10610"	2016-03-18	1	217
"10611"	2016-03-18	2	85
"10612"	2016-03-18	3	180
"10613"	2016-03-18	4	160
"10614"	2016-03-18	5	200
"10615"	2016-03-18	6	120
"10616"	2016-03-18	7	180
"10617"	2016-03-18	8	170
"10618"	2016-03-18	9	200
"10619"	2016-03-18	10	200
"10620"	2016-03-18	11	174
"10621"	2016-03-18	12	79
"10622"	2016-03-18	13	96
"10623"	2016-03-18	14	96
"10624"	2016-03-18	15	60
"10625"	2016-03-18	16	96
"10626"	2016-03-18	17	101
"10627"	2016-03-18	18	120
"10628"	2016-03-18	19	144
"10629"	2016-03-18	20	120
"10630"	2016-03-18	21	120
"10631"	2016-03-18	22	102
"10632"	2016-03-18	23	80
"10633"	2016-03-19	0	82
"10634"	2016-03-19	1	79
"10635"	2016-03-19	2	5
"10636"	2016-03-19	3	5
"10637"	2016-03-19	4	50
"10638"	2016-03-19	5	37
"10639"	2016-03-19	6	1
"10640"	2016-03-19	7	10
"10641"	2016-03-19	8	60
"10642"	2016-03-19	9	124
"10643"	2016-03-19	10	195
"10644"	2016-03-19	11	199
"10645"	2016-03-19	12	202
"10646"	2016-03-19	13	202
"10647"	2016-03-19	14	202
"10648"	2016-03-19	15	202
"10649"	2016-03-19	16	202
"10650"	2016-03-19	17	199
"10651"	2016-03-19	18	195
"10652"	2016-03-19	19	154
"10653"	2016-03-19	20	150
"10654"	2016-03-19	21	120
"10655"	2016-03-19	22	112
"10656"	2016-03-19	23	85
"10657"	2016-03-20	0	160
"10658"	2016-03-20	1	198
"10659"	2016-03-20	2	63
"10660"	2016-03-20	3	50
"10661"	2016-03-20	4	50
"10662"	2016-03-20	5	50
"10663"	2016-03-20	6	5
"10664"	2016-03-20	7	10
"10665"	2016-03-20	8	10
"10666"	2016-03-20	9	52
"10667"	2016-03-20	10	80
"10668"	2016-03-20	11	199
"10669"	2016-03-20	12	194
"10670"	2016-03-20	13	194
"10671"	2016-03-20	14	194
"10672"	2016-03-20	15	175
"10673"	2016-03-20	16	124
"10674"	2016-03-20	17	185
"10675"	2016-03-20	18	185
"10676"	2016-03-20	19	205
"10677"	2016-03-20	20	205
"10678"	2016-03-20	21	216
"10679"	2016-03-20	22	210
"10680"	2016-03-20	23	204
"10681"	2016-03-21	0	70
"10682"	2016-03-21	1	75
"10683"	2016-03-21	2	53
"10684"	2016-03-21	3	50
"10685"	2016-03-21	4	50
"10686"	2016-03-21	5	55
"10687"	2016-03-21	6	10
"10688"	2016-03-21	7	135
"10689"	2016-03-21	8	205
"10690"	2016-03-21	9	205
"10691"	2016-03-21	10	205
"10692"	2016-03-21	11	220
"10693"	2016-03-21	12	198
"10694"	2016-03-21	13	201
"10695"	2016-03-21	14	213
"10696"	2016-03-21	15	210
"10697"	2016-03-21	16	199
"10698"	2016-03-21	17	155
"10699"	2016-03-21	18	180
"10700"	2016-03-21	19	199
"10701"	2016-03-21	20	155
"10702"	2016-03-21	21	155
"10703"	2016-03-21	22	104
"10704"	2016-03-21	23	73
"10705"	2016-03-22	0	119
"10706"	2016-03-22	1	190
"10707"	2016-03-22	2	190
"10708"	2016-03-22	3	160
"10709"	2016-03-22	4	190
"10710"	2016-03-22	5	190
"10711"	2016-03-22	6	108
"10712"	2016-03-22	7	175
"10713"	2016-03-22	8	205
"10714"	2016-03-22	9	212
"10715"	2016-03-22	10	209
"10716"	2016-03-22	11	205
"10717"	2016-03-22	12	205
"10718"	2016-03-22	13	205
"10719"	2016-03-22	14	208
"10720"	2016-03-22	15	210
"10721"	2016-03-22	16	205
"10722"	2016-03-22	17	160
"10723"	2016-03-22	18	156
"10724"	2016-03-22	19	160
"10725"	2016-03-22	20	160
"10726"	2016-03-22	21	200
"10727"	2016-03-22	22	200
"10728"	2016-03-22	23	200
"10729"	2016-03-23	0	158
"10730"	2016-03-23	1	5
"10731"	2016-03-23	2	13
"10732"	2016-03-23	3	1
"10733"	2016-03-23	4	5
"10734"	2016-03-23	5	50
"10735"	2016-03-23	6	10
"10736"	2016-03-23	7	21
"10737"	2016-03-23	8	95
"10738"	2016-03-23	9	118
"10739"	2016-03-23	10	60
"10740"	2016-03-23	11	90
"10741"	2016-03-23	12	80
"10742"	2016-03-23	13	96
"10743"	2016-03-23	14	134
"10744"	2016-03-23	15	135
"10745"	2016-03-23	16	96
"10746"	2016-03-23	17	95
"10747"	2016-03-23	18	101
"10748"	2016-03-23	19	114
"10749"	2016-03-23	20	96
"10750"	2016-03-23	21	81
"10751"	2016-03-23	22	60
"10752"	2016-03-23	23	0
"10753"	2016-03-24	0	101
"10754"	2016-03-24	1	70
"10755"	2016-03-24	2	35
"10756"	2016-03-24	3	5
"10757"	2016-03-24	4	10
"10758"	2016-03-24	5	34
"10759"	2016-03-24	6	5
"10760"	2016-03-24	7	23
"10761"	2016-03-24	8	90
"10762"	2016-03-24	9	60
"10763"	2016-03-24	10	50
"10764"	2016-03-24	11	60
"10765"	2016-03-24	12	60
"10766"	2016-03-24	13	55
"10767"	2016-03-24	14	140
"10768"	2016-03-24	15	94
"10769"	2016-03-24	16	150
"10770"	2016-03-24	17	175
"10771"	2016-03-24	18	175
"10772"	2016-03-24	19	100
"10773"	2016-03-24	20	85
"10774"	2016-03-24	21	60
"10775"	2016-03-24	22	60
"10776"	2016-03-24	23	86
"10777"	2016-03-25	0	96
"10778"	2016-03-25	1	5
"10779"	2016-03-25	2	69
"10780"	2016-03-25	3	50
"10781"	2016-03-25	4	50
"10782"	2016-03-25	5	80
"10783"	2016-03-25	6	10
"10784"	2016-03-25	7	60
"10785"	2016-03-25	8	101
"10786"	2016-03-25	9	170
"10787"	2016-03-25	10	200
"10788"	2016-03-25	11	200
"10789"	2016-03-25	12	195
"10790"	2016-03-25	13	200
"10791"	2016-03-25	14	201
"10792"	2016-03-25	15	202
"10793"	2016-03-25	16	156
"10794"	2016-03-25	17	180
"10795"	2016-03-25	18	101
"10796"	2016-03-25	19	101
"10797"	2016-03-25	20	101
"10798"	2016-03-25	21	85
"10799"	2016-03-25	22	85
"10800"	2016-03-25	23	5
"10801"	2016-03-26	0	94
"10802"	2016-03-26	1	70
"10803"	2016-03-26	2	5
"10804"	2016-03-26	3	0
"10805"	2016-03-26	4	0
"10806"	2016-03-26	5	0
"10807"	2016-03-26	6	0
"10808"	2016-03-26	7	0
"10809"	2016-03-26	8	60
"10810"	2016-03-26	9	80
"10811"	2016-03-26	10	60
"10812"	2016-03-26	11	95
"10813"	2016-03-26	12	80
"10814"	2016-03-26	13	80
"10815"	2016-03-26	14	94
"10816"	2016-03-26	15	95
"10817"	2016-03-26	16	80
"10818"	2016-03-26	17	96
"10819"	2016-03-26	18	101
"10820"	2016-03-26	19	130
"10821"	2016-03-26	20	135
"10822"	2016-03-26	21	122
"10823"	2016-03-26	22	110
"10824"	2016-03-26	23	156
"10825"	2016-03-27	0	158
"10826"	2016-03-27	1	170
"10827"	2016-03-27	2	20
"10828"	2016-03-27	4	0
"10829"	2016-03-27	4	0
"10830"	2016-03-27	5	20
"10831"	2016-03-27	6	0
"10832"	2016-03-27	7	0
"10833"	2016-03-27	8	0
"10834"	2016-03-27	9	0
"10835"	2016-03-27	10	20
"10836"	2016-03-27	11	50
"10837"	2016-03-27	12	95
"10838"	2016-03-27	13	80
"10839"	2016-03-27	14	124
"10840"	2016-03-27	15	135
"10841"	2016-03-27	16	60
"10842"	2016-03-27	17	60
"10843"	2016-03-27	18	84
"10844"	2016-03-27	19	101
"10845"	2016-03-27	20	203
"10846"	2016-03-27	21	216
"10847"	2016-03-27	22	205
"10848"	2016-03-27	23	205
"10849"	2016-03-28	0	135
"10850"	2016-03-28	1	0
"10851"	2016-03-28	2	0
"10852"	2016-03-28	3	0
"10853"	2016-03-28	4	0
"10854"	2016-03-28	5	0
"10855"	2016-03-28	6	60
"10856"	2016-03-28	7	84
"10857"	2016-03-28	8	205
"10858"	2016-03-28	9	220
"10859"	2016-03-28	10	220
"10860"	2016-03-28	11	227
"10861"	2016-03-28	12	205
"10862"	2016-03-28	13	210
"10863"	2016-03-28	14	230
"10864"	2016-03-28	15	228
"10865"	2016-03-28	16	205
"10866"	2016-03-28	17	198
"10867"	2016-03-28	18	70
"10868"	2016-03-28	19	120
"10869"	2016-03-28	20	196
"10870"	2016-03-28	21	205
"10871"	2016-03-28	22	200
"10872"	2016-03-28	23	205
"10873"	2016-03-29	0	220
"10874"	2016-03-29	1	205
"10875"	2016-03-29	2	190
"10876"	2016-03-29	3	5
"10877"	2016-03-29	4	70
"10878"	2016-03-29	5	160
"10879"	2016-03-29	6	135
"10880"	2016-03-29	7	60
"10881"	2016-03-29	8	202
"10882"	2016-03-29	9	240
"10883"	2016-03-29	10	220
"10884"	2016-03-29	11	220
"10885"	2016-03-29	12	180
"10886"	2016-03-29	13	174
"10887"	2016-03-29	14	216
"10888"	2016-03-29	15	169
"10889"	2016-03-29	16	169
"10890"	2016-03-29	17	106
"10891"	2016-03-29	18	100
"10892"	2016-03-29	19	101
"10893"	2016-03-29	20	160
"10894"	2016-03-29	21	205
"10895"	2016-03-29	22	205
"10896"	2016-03-29	23	203
"10897"	2016-03-30	0	200
"10898"	2016-03-30	1	135
"10899"	2016-03-30	2	85
"10900"	2016-03-30	3	47
"10901"	2016-03-30	4	70
"10902"	2016-03-30	5	75
"10903"	2016-03-30	6	100
"10904"	2016-03-30	7	50
"10905"	2016-03-30	8	180
"10906"	2016-03-30	9	216
"10907"	2016-03-30	10	205
"10908"	2016-03-30	11	209
"10909"	2016-03-30	12	94
"10910"	2016-03-30	13	80
"10911"	2016-03-30	14	120
"10912"	2016-03-30	15	60
"10913"	2016-03-30	16	60
"10914"	2016-03-30	17	60
"10915"	2016-03-30	18	50
"10916"	2016-03-30	19	111
"10917"	2016-03-30	20	214
"10918"	2016-03-30	21	205
"10919"	2016-03-30	22	205
"10920"	2016-03-30	23	205
"10921"	2016-03-31	0	205
"10922"	2016-03-31	1	205
"10923"	2016-03-31	2	180
"10924"	2016-03-31	3	159
"10925"	2016-03-31	4	80
"10926"	2016-03-31	5	85
"10927"	2016-03-31	6	100
"10928"	2016-03-31	7	80
"10929"	2016-03-31	8	169
"10930"	2016-03-31	9	160
"10931"	2016-03-31	10	145
"10932"	2016-03-31	11	157
"10933"	2016-03-31	12	95
"10934"	2016-03-31	13	60
"10935"	2016-03-31	14	100
"10936"	2016-03-31	15	117
"10937"	2016-03-31	16	81
"10938"	2016-03-31	17	125
"10939"	2016-03-31	18	21
"10940"	2016-03-31	19	60
"10941"	2016-03-31	20	50
"10942"	2016-03-31	21	50
"10943"	2016-03-31	22	80
"10944"	2016-03-31	23	21
"10945"	2016-04-01	0	100
"10946"	2016-04-01	1	60
"10947"	2016-04-01	2	40
"10948"	2016-04-01	3	50
"10949"	2016-04-01	4	50
"10950"	2016-04-01	5	60
"10951"	2016-04-01	6	50
"10952"	2016-04-01	7	52
"10953"	2016-04-01	8	219
"10954"	2016-04-01	9	226
"10955"	2016-04-01	10	115
"10956"	2016-04-01	11	140
"10957"	2016-04-01	12	110
"10958"	2016-04-01	13	95
"10959"	2016-04-01	14	104
"10960"	2016-04-01	15	115
"10961"	2016-04-01	16	110
"10962"	2016-04-01	17	110
"10963"	2016-04-01	18	75
"10964"	2016-04-01	19	95
"10965"	2016-04-01	20	85
"10966"	2016-04-01	21	101
"10967"	2016-04-01	22	101
"10968"	2016-04-01	23	117
"10969"	2016-04-02	0	82
"10970"	2016-04-02	1	161
"10971"	2016-04-02	2	120
"10972"	2016-04-02	3	60
"10973"	2016-04-02	4	90
"10974"	2016-04-02	5	122
"10975"	2016-04-02	6	41
"10976"	2016-04-02	7	44
"10977"	2016-04-02	8	72
"10978"	2016-04-02	9	103
"10979"	2016-04-02	10	101
"10980"	2016-04-02	11	104
"10981"	2016-04-02	12	101
"10982"	2016-04-02	13	101
"10983"	2016-04-02	14	100
"10984"	2016-04-02	15	111
"10985"	2016-04-02	16	74
"10986"	2016-04-02	17	53
"10987"	2016-04-02	18	80
"10988"	2016-04-02	19	200
"10989"	2016-04-02	20	205
"10990"	2016-04-02	21	208
"10991"	2016-04-02	22	172
"10992"	2016-04-02	23	170
"10993"	2016-04-03	0	180
"10994"	2016-04-03	1	170
"10995"	2016-04-03	2	100
"10996"	2016-04-03	3	85
"10997"	2016-04-03	4	77
"10998"	2016-04-03	5	74
"10999"	2016-04-03	6	60
"11000"	2016-04-03	7	15
"11001"	2016-04-03	8	1
"11002"	2016-04-03	9	5
"11003"	2016-04-03	10	80
"11004"	2016-04-03	11	60
"11005"	2016-04-03	12	60
"11006"	2016-04-03	13	60
"11007"	2016-04-03	14	50
"11008"	2016-04-03	15	25
"11009"	2016-04-03	16	25
"11010"	2016-04-03	17	7
"11011"	2016-04-03	18	11
"11012"	2016-04-03	19	100
"11013"	2016-04-03	20	180
"11014"	2016-04-03	21	200
"11015"	2016-04-03	22	180
"11016"	2016-04-03	23	180
"11017"	2016-04-04	0	100
"11018"	2016-04-04	1	50
"11019"	2016-04-04	2	40
"11020"	2016-04-04	3	50
"11021"	2016-04-04	4	50
"11022"	2016-04-04	5	50
"11023"	2016-04-04	6	50
"11024"	2016-04-04	7	50
"11025"	2016-04-04	8	205
"11026"	2016-04-04	9	216
"11027"	2016-04-04	10	170
"11028"	2016-04-04	11	218
"11029"	2016-04-04	12	160
"11030"	2016-04-04	13	168
"11031"	2016-04-04	14	170
"11032"	2016-04-04	15	180
"11033"	2016-04-04	16	220
"11034"	2016-04-04	17	199
"11035"	2016-04-04	18	156
"11036"	2016-04-04	19	180
"11037"	2016-04-04	20	212
"11038"	2016-04-04	21	212
"11039"	2016-04-04	22	207
"11040"	2016-04-04	23	205
"11041"	2016-04-05	0	143
"11042"	2016-04-05	1	143
"11043"	2016-04-05	2	45
"11044"	2016-04-05	3	50
"11045"	2016-04-05	4	5
"11046"	2016-04-05	5	10
"11047"	2016-04-05	6	60
"11048"	2016-04-05	7	105
"11049"	2016-04-05	8	205
"11050"	2016-04-05	9	219
"11051"	2016-04-05	10	216
"11052"	2016-04-05	11	216
"11053"	2016-04-05	12	101
"11054"	2016-04-05	13	100
"11055"	2016-04-05	14	195
"11056"	2016-04-05	15	164
"11057"	2016-04-05	16	159
"11058"	2016-04-05	17	109
"11059"	2016-04-05	18	109
"11060"	2016-04-05	19	101
"11061"	2016-04-05	20	180
"11062"	2016-04-05	21	180
"11063"	2016-04-05	22	180
"11064"	2016-04-05	23	70
"11065"	2016-04-06	0	100
"11066"	2016-04-06	1	80
"11067"	2016-04-06	2	60
"11068"	2016-04-06	3	60
"11069"	2016-04-06	4	65
"11070"	2016-04-06	5	123
"11071"	2016-04-06	6	125
"11072"	2016-04-06	7	100
"11073"	2016-04-06	8	195
"11074"	2016-04-06	9	208
"11075"	2016-04-06	10	200
"11076"	2016-04-06	11	200
"11077"	2016-04-06	12	156
"11078"	2016-04-06	13	200
"11079"	2016-04-06	14	245
"11080"	2016-04-06	15	227
"11081"	2016-04-06	16	215
"11082"	2016-04-06	17	210
"11083"	2016-04-06	18	156
"11084"	2016-04-06	19	190
"11085"	2016-04-06	20	203
"11086"	2016-04-06	21	208
"11087"	2016-04-06	22	200
"11088"	2016-04-06	23	180
"11089"	2016-04-07	0	158
"11090"	2016-04-07	1	156
"11091"	2016-04-07	2	100
"11092"	2016-04-07	3	100
"11093"	2016-04-07	4	60
"11094"	2016-04-07	5	60
"11095"	2016-04-07	6	60
"11096"	2016-04-07	7	80
"11097"	2016-04-07	8	100
"11098"	2016-04-07	9	121
"11099"	2016-04-07	10	100
"11100"	2016-04-07	11	100
"11101"	2016-04-07	12	156
"11102"	2016-04-07	13	161
"11103"	2016-04-07	14	199
"11104"	2016-04-07	15	229
"11105"	2016-04-07	16	210
"11106"	2016-04-07	17	161
"11107"	2016-04-07	18	80
"11108"	2016-04-07	19	101
"11109"	2016-04-07	20	101
"11110"	2016-04-07	21	102
"11111"	2016-04-07	22	102
"11112"	2016-04-07	23	107
"11113"	2016-04-08	0	105
"11114"	2016-04-08	1	75
"11115"	2016-04-08	2	50
"11116"	2016-04-08	3	50
"11117"	2016-04-08	4	50
"11118"	2016-04-08	5	50
"11119"	2016-04-08	6	10
"11120"	2016-04-08	7	20
"11121"	2016-04-08	8	80
"11122"	2016-04-08	9	100
"11123"	2016-04-08	10	100
"11124"	2016-04-08	11	168
"11125"	2016-04-08	12	199
"11126"	2016-04-08	13	60
"11127"	2016-04-08	14	100
"11128"	2016-04-08	15	123
"11129"	2016-04-08	16	130
"11130"	2016-04-08	17	120
"11131"	2016-04-08	18	110
"11132"	2016-04-08	19	102
"11133"	2016-04-08	20	110
"11134"	2016-04-08	21	110
"11135"	2016-04-08	22	85
"11136"	2016-04-08	23	1
"11137"	2016-04-09	0	100
"11138"	2016-04-09	1	80
"11139"	2016-04-09	2	50
"11140"	2016-04-09	3	50
"11141"	2016-04-09	4	60
"11142"	2016-04-09	5	60
"11143"	2016-04-09	6	50
"11144"	2016-04-09	7	10
"11145"	2016-04-09	8	60
"11146"	2016-04-09	9	175
"11147"	2016-04-09	10	139
"11148"	2016-04-09	11	115
"11149"	2016-04-09	12	85
"11150"	2016-04-09	13	86
"11151"	2016-04-09	14	110
"11152"	2016-04-09	15	130
"11153"	2016-04-09	16	60
"11154"	2016-04-09	17	41
"11155"	2016-04-09	18	50
"11156"	2016-04-09	19	100
"11157"	2016-04-09	20	100
"11158"	2016-04-09	21	123
"11159"	2016-04-09	22	70
"11160"	2016-04-09	23	70
"11161"	2016-04-10	0	100
"11162"	2016-04-10	1	50
"11163"	2016-04-10	2	10
"11164"	2016-04-10	3	0
"11165"	2016-04-10	4	0
"11166"	2016-04-10	5	0
"11167"	2016-04-10	6	0
"11168"	2016-04-10	7	0
